»ç¾÷Àå¸í,Æó¾÷ÀÏÀÚ,ÁÂÇ¥X,ÁÂÇ¥Y,µ¥ÀÌÅÍ°»½Å½ÃÁ¡,µ¥ÀÌÅÍ°»½Å±¸ºÐ,»ó¼¼¿µ¾÷»óÅÂÄÚµå,»ó¼¼¿µ¾÷»óÅÂ¸í,ÃÖÁ¾¼öÁ¤½ÃÁ¡,ÀÎÇã°¡Ãë¼ÒÀÏÀÚ,ÀÎÇã°¡ÀÏÀÚ,¼ÒÀçÁö¿ìÆí¹øÈ£,Áö¹øÁÖ¼Ò,°ü¸®¹øÈ£,°³¹æÀÚÄ¡´ÜÃ¼ÄÚµå,µµ·Î¸íÁÖ¼Ò,µµ·Î¸í¿ìÆí¹øÈ£,¿µ¾÷»óÅÂ±¸ºÐÄÚµå,¿µ¾÷»óÅÂ¸í,ÈÞ¾÷½ÃÀÛÀÏÀÚ,ÈÞ¾÷Á¾·áÀÏÀÚ,¼ÒÀçÁöÀüÈ­¹øÈ£,ÃÑ±Ô¸ð
µô¶óÀÌÆ®Ä¿¹Â´ÏÄÉÀÌ¼ÇÁî,,208257.316748004,454649.661652058,2026-04-26 22:32:35,I,13,¿µ¾÷Áß,2025-08-20 15:08:58,,2021-07-12,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìµ¿ ***-**,PHMG120253060034047000052,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀ¿ìÀç·Î ***-*, µå¸²ÇÏ¿ì½º B***È£ (¸Á¿ìµ¿)",02174,01,¿µ¾÷/Á¤»ó,,,02-6249-3555,41.76
ºí·ç¹® ¾¾¾Ø¾¾(BLUEMOON C&C),2023-12-13,198101.593328721,452496.362099822,2026-04-26 22:32:33,I,03,Æó¾÷,2023-12-13 14:28:26,,2022-12-06,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÁßÇÐµ¿ ** ´õÄÉÀÌÆ®À©Å¸¿ö,PHMG120223000034047000216,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*±æ **, ´õÄÉÀÌÆ®À©Å¸¿ö Bµ¿ *Ãþ ***EÈ£ (ÁßÇÐµ¿)",03142,03,Æó¾÷,,,02-6930-5823,
¾Ëºñ¿¥ÄÚ¸®¾Æ,2021-04-28,207504.128159238,454396.575814405,2026-04-26 22:32:16,I,03,Æó¾÷,2021-04-29 17:20:25,,2015-05-07,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö **È£ ±è¿ëÇÑÀÇ¿ø ***È£,PHMG120153060034047000042,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ °âÀç·Î**±æ ***, ***È£ (¸é¸ñµ¿)",02144,03,Æó¾÷,,,02-2207-1472,
¿Ã¸®ºê¿µ ¼º±Õ°ü´ëÁ¡,2013-04-09,199769.96511678,453520.42735819,2026-04-26 22:32:14,I,03,Æó¾÷,2013-04-09 16:30:29,,2012-06-08,110-522,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¸í·û*°¡ ***¹øÁö ***È£,PHMG120123000034047000029,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼º±Õ°ü·Î **, ***È£ (¸í·û*°¡)",,03,Æó¾÷,,,02-763-7077,
ÇÁ¸®¹Ì¾î±Û·Î¹ú,,207861.870603487,452666.306495265,2026-04-26 22:32:27,I,13,¿µ¾÷Áß,2021-12-15 15:27:07,,2021-12-14,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ **** ¸é¸ñÇö´ë¾ÆÆÄÆ®,PHMG120213060034047000137,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¿ë¸¶»ê·Î ***, ***µ¿ ***È£ (¸é¸ñµ¿, ¸é¸ñÇö´ë¾ÆÆÄÆ®)",02258,01,¿µ¾÷/Á¤»ó,,,,
¼ºÁø»ê¾÷,2014-05-16,207034.968858068,454199.466965729,2026-04-26 22:32:13,I,03,Æó¾÷,2014-05-16 10:43:51,,2013-08-20,131-820,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö **È£ *Ãþ,PHMG120133060034047000052,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î***±æ *, *Ãþ (¸é¸ñµ¿)",,03,Æó¾÷,,,02-2217-2182,
¸Þµð±Â,2016-10-18,208112.860200669,457113.638411288,2026-04-26 22:32:14,I,03,Æó¾÷,2016-10-18 13:48:33,,2014-10-28,131-872,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ ***¹øÁö ±Ý°­¸®ºù½ºÅÚ ***È£,PHMG120143060034047000059,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»·Î ***, ***È£ (½Å³»µ¿, ±Ý°­¸®ºù½ºÅÚ)",02024,03,Æó¾÷,,,070-8281-3580,
¢ßÂüºû,,198150.300374121,452019.212642931,2026-04-26 22:32:04,I,13,¿µ¾÷Áß,2025-11-28 14:42:54,,2007-08-03,110-888,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ **¹øÁö ****È£,PHMG120073000034047000022,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î **, ****È£ (Á¾·Î*°¡)",03157,01,¿µ¾÷/Á¤»ó,,,02-723-1317,
ÄÉÀÌ¿¡½º¿¥,2004-08-02,208295.099818379,456014.999180519,2026-04-26 22:31:56,I,03,Æó¾÷,2009-07-23 09:15:28,,2002-07-11,131-865,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»*µ¿ ***¹øÁö ½Å¾ÆÅ¸¿î*Ãþ,PHMG120023060034047000024,3060000,,,03,Æó¾÷,,,02-3422-2112,203.4
À¯´Ï½¼Çï¾²ÄÉ¾îÄÚ¸®¾Æ À¯ÇÑÈ¸»ç,,198892.023011278,451952.062116173,2026-04-26 22:32:25,I,13,¿µ¾÷Áß,2024-05-17 13:16:11,,2020-03-17,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ **-*,PHMG120203000034047000022,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î **, ÇÑ¿ÃÅ¸¿ö *Ãþ (Á¾·Î*°¡)",03191,01,¿µ¾÷/Á¤»ó,,,02-2158-8080,
CU»óºÀµà¿ÀÆ®¸®½ºÁ¡,2023-11-23,208076.386740844,455017.528646426,2026-04-26 22:32:29,I,03,Æó¾÷,2024-06-24 11:01:42,,2022-07-14,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ *** »óºÀ µà¿ÀÆ®¸®½º,PHMG120223060034047000153,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀ·Î ***, *Ãþ *È£ (»óºÀµ¿, »óºÀ µà¿ÀÆ®¸®½º)",02150,03,Æó¾÷,,,,
¸íÇ°º¸Ã»±â¸íÇ°,,201452.97033909,452034.162854757,2026-04-26 22:32:33,I,13,¿µ¾÷Áß,2023-02-28 10:41:22,,2023-02-27,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã¢½Åµ¿ ***-* »ïÀÏ¾ÆÆÄÆ®,PHMG120233000034047000014,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã»°èÃµ·Î ***, »ïÀÏ¾ÆÆÄÆ® *µ¿ ***È£ (Ã¢½Åµ¿)",03118,01,¿µ¾÷/Á¤»ó,,,,
ºñÁ¶,2022-06-14,206977.252735059,456178.100560533,2026-04-26 22:32:24,I,03,Æó¾÷,2022-06-14 16:04:42,,2020-02-24,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ ***¹øÁö **È£,PHMG120203060034047000012,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î***±æ **-**, ÁöÇÏ*Ãþ ***È£ (¹¬µ¿)",02045,03,Æó¾÷,,,,
ÇÑ¸¶À½,2009-06-29,206774.874230196,457011.632629502,2026-04-26 22:32:03,I,03,Æó¾÷,2009-06-29 11:10:43,,2009-01-16,131-848,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬*µ¿ ***¹øÁö *Ãþ,PHMG120093060034047000028,3060000,,,03,Æó¾÷,,,,
¢ß±Û·Î¹úµ¥ÀÌ¸óÆÄ¸¶,,198970.736456772,452534.45478172,2026-04-26 22:31:58,I,15,ÀüÃâ,2024-07-16 15:38:12,,1998-01-23,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÀÍ¼±µ¿ **-* ¿îÇö½ÅÈ­Å¸¿ö ***È£,PHMG119983000034047000002,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »ïÀÏ´ë·Î**±æ **, *Ãþ ***È£ (ÀÍ¼±µ¿, ¿îÇö½ÅÈ­Å¸¿ö)",03132,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,02-3673-2367,
ÁÖ½ÄÈ¸»ç ¼¼ÀÌÇÁ³ÝÆ¼¾Ø¾¾,,206463.443740034,454151.215335609,2026-04-26 22:32:34,I,13,¿µ¾÷Áß,2024-09-13 09:11:17,,2024-09-12,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***-** ¼º°æºôµù,PHMG120243060034047000061,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀ¿ìÀç·Î*±æ *, ¼º°æºôµù *Ãþ (¸é¸ñµ¿)",02127,01,¿µ¾÷/Á¤»ó,,,02-2212-7317,
¢ß¸ÞµåÀÎ,2008-12-11,,,2026-04-26 22:31:58,I,03,Æó¾÷,2013-02-08 15:27:10,,2000-10-20,110-070,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ³»¼öµ¿ ***-**  Á¤¿ø *Ãþ,PHMG120003000034047000008,3000000,,,03,Æó¾÷,,,02-733-9598,
ÁÖ½ÄÈ¸»ç ¸Þµð±â¾îÆ®·¯½ºÆ®,,201962.62904341,452377.405128643,2026-04-26 22:32:33,I,13,¿µ¾÷Áß,2024-11-28 17:14:42,,2023-08-22,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼þÀÎµ¿ **** ¼­Áøºôµù,PHMG120233000034047000046,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ³­°è·Î ***, ¼­Áøºôµù ***È£ (¼þÀÎµ¿)",03116,01,¿µ¾÷/Á¤»ó,,,02-3141-5741,
µ¿¾çÀÇ·á±â,2009-03-12,199383.197681781,451993.773380452,2026-04-26 22:32:07,I,03,Æó¾÷,2009-04-07 13:07:00,,2009-03-04,110-123,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ ***¹øÁö *È£,PHMG120093000034047000011,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î ***-* (Á¾·Î*°¡),,03,Æó¾÷,,,,
¼¼ºìÀÏ·¹ºì Á¾·ÎºÎ¾ÏÁ¡,,196731.050059844,454499.411625227,2026-04-26 22:32:28,I,13,¿µ¾÷Áß,2025-03-11 15:17:22,,2022-02-04,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ºÎ¾Ïµ¿ ***-*,PHMG120223000034047000016,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã¢ÀÇ¹®·Î ***(ºÎ¾Ïµ¿),03022,01,¿µ¾÷/Á¤»ó,,,02-379-5390,
(ÁÖ)µðÀÚÀÎÈú¸µ,,208766.859234346,455145.244283969,2026-04-26 22:32:36,I,13,¿µ¾÷Áß,2025-12-01 09:33:40,,2025-11-28,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìµ¿ ***-* ±³°üºôµù,PHMG120253060034047000075,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¿ë¸¶»ê·Î ***, ±³°üºôµù *Ãþ (¸Á¿ìµ¿)",02165,01,¿µ¾÷/Á¤»ó,,,,
¾¾À¯ Á¾·ÎÈ¿ÀÚÁ¡,,197342.22089531,453450.527281803,2026-04-26 22:32:34,I,13,¿µ¾÷Áß,2024-03-19 18:27:07,,2024-03-19,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ È¿ÀÚµ¿ **-*,PHMG120243000034047000014,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÀÚÇÏ¹®·Î **, *Ãþ (È¿ÀÚµ¿)",03042,01,¿µ¾÷/Á¤»ó,,,02-1577-8007,
¾Æ¿ìµðÆù ÄÚ¸®¾Æ,2006-04-13,207357.595177869,457462.766652935,2026-04-26 22:31:58,I,03,Æó¾÷,2009-07-24 13:29:23,,2005-03-28,131-846,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬*µ¿ *¹øÁö Çöµ¿ÇÐ´çºôµù ***È£,PHMG120053060034047000034,3060000,,,03,Æó¾÷,,,02-949-4459,
ÁÖ½ÄÈ¸»ç ½Åµ¥·¼¶ó¾Æ¹Ì¼Ö·ç¼Ç,2024-01-16,208043.209229394,453318.378360994,2026-04-26 22:32:33,I,03,Æó¾÷,2024-01-16 13:32:24,,2024-01-10,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***-**,PHMG120243060034047000003,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î**±æ **, *Ãþ (¸é¸ñµ¿)",02211,03,Æó¾÷,,,,
´õ¿ø»çÀÌ¾ð½º,2020-01-16,199158.530088525,452756.840623869,2026-04-26 22:32:23,I,03,Æó¾÷,2020-01-16 16:38:39,,2017-07-05,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ±Ç³óµ¿ ***¹øÁö *È£ ***È£,PHMG120173000034047000040,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ À²°î·Î ***-**, ***È£ (±Ç³óµ¿, »ï¼ººôµù)",03134,03,Æó¾÷,,,,
ÁÖ½ÄÈ¸»ç ÇÑ±¹¹ÙÀÌ¿À½Ã½ºÅÛ,2024-08-07,208316.910181269,453336.973142568,2026-04-26 22:32:25,I,03,Æó¾÷,2024-08-08 08:58:21,,2020-10-27,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ****,PHMG120203060034047000070,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¿ë¸¶»ê·Î**±æ **, *Ãþ (¸é¸ñµ¿)",02195,03,Æó¾÷,,,,
ÁÖ½ÄÈ¸»ç ¾¾¿£µðÄÄÆÛ´Ï,,199670.979884558,452221.775006084,2026-04-26 22:32:27,I,13,¿µ¾÷Áß,2021-07-13 15:02:28,,2021-07-13,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÀÎÀÇµ¿ ***-* ¼¼¿î½ºÄù¾î º°°üµ¿ ***È£,PHMG120213000034047000097,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã¢°æ±Ã·Î ***, ¼¼¿î½ºÄù¾î º°°üµ¿ ***È£ (ÀÎÀÇµ¿)",03137,01,¿µ¾÷/Á¤»ó,,,02-3675-8966,
¸Å½ÃÄÚ¸®¾Æ,,199950.182031236,452216.125017747,2026-04-26 22:32:21,I,13,¿µ¾÷Áß,2017-03-15 13:55:34,,2017-02-22,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¿¬Áöµ¿ ***¹øÁö **È£,PHMG120173000034047000016,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ´ëÇÐ·Î*±æ **-*, *Ãþ (¿¬Áöµ¿)",03129,01,¿µ¾÷/Á¤»ó,,,02-745-1062,
¹é¿î¿ÉÆ½,2009-04-08,,,2026-04-26 22:31:59,I,03,Æó¾÷,2009-07-08 11:16:38,,2006-12-28,131-810,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ì*µ¿ ***-*, *Ãþ",PHMG120063060034047000028,3060000,,,03,Æó¾÷,,,02-438-1047,
GS25 »ó¸í´ë»ç¹ü°üÁ¡,,195960.546025512,455612.122672739,2026-04-26 22:32:33,I,13,¿µ¾÷Áß,2022-11-01 16:32:15,,2022-10-31,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ È«Áöµ¿ *-* »ó¸í´ëÇÐ±³,PHMG120223000034047000199,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ È«Áö¹®*±æ **, »ó¸í´ëÇÐ±³ »ç¹ü´ëÇÐ°ü B*Ãþ A***È£ (È«Áöµ¿)",03016,01,¿µ¾÷/Á¤»ó,,,,
ÁÖ½ÄÈ¸»ç ÈúÄÚ½º¸Þµð,2023-02-28,197233.393554643,453028.997240355,2026-04-26 22:32:26,I,24,Á÷±ÇÆó¾÷,2023-02-28 10:27:46,,2020-04-29,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ´©ÇÏµ¿ **¹øÁö *Ãþ,PHMG120203000034047000030,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÀÚÇÏ¹®·Î*±æ **, *Ãþ (´©ÇÏµ¿)",03036,04,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,,,02-732-9902,
½Å¼¼°èÀÌ¸¶Æ® »óºÀÁ¡¢ß,2011-05-12,208183.558935157,454911.24852306,2026-04-26 22:31:56,I,03,Æó¾÷,2011-05-12 11:52:31,,2000-05-29,131-809,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìº»µ¿ ***¹øÁö *È£ *Ãþ,PHMG120003060034047000002,3060000,,,03,Æó¾÷,,,02-490-1050,2.44
ÇÏÀÌ¸¶ÄÏ24,,206689.364439191,454613.651437081,2026-04-26 22:32:34,I,13,¿µ¾÷Áß,2024-06-28 15:18:43,,2024-06-27,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ ***-* ¿ìµµºôµù,PHMG120243060034047000043,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ì·Î ***, ¿ìµµºôµù *Ãþ (»óºÀµ¿)",02121,01,¿µ¾÷/Á¤»ó,,,070-8693-3696,
ÁÖ½ÄÈ¸»ç ¿øÄÏ,,206821.108967706,456096.359567266,2026-04-26 22:32:26,I,13,¿µ¾÷Áß,2021-09-16 10:24:54,,2021-09-14,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ ***-*,PHMG120213060034047000109,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î ***, *Ãþ ¾¾-**È£ (¹¬µ¿)",02010,01,¿µ¾÷/Á¤»ó,,,,15
(ÁÖ)ÄÚ¸®¾Æ¼¼ºì ¼¼Á¾·ÎÁ¡,2021-07-30,198046.96411149,452437.652334411,2026-04-26 22:32:27,I,03,Æó¾÷,2021-07-30 13:58:32,,2021-05-06,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼ö¼Ûµ¿ ***,PHMG120213000034047000058,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*±æ **-* (¼ö¼Ûµ¿),03152,03,Æó¾÷,,,02-725-9120,
½Å½ÅÀÇ·á±â,2008-10-30,207719.772650025,453692.394071823,2026-04-26 22:32:02,I,03,Æó¾÷,2009-07-27 09:42:41,,2008-05-15,131-818,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñº»µ¿ ***¹øÁö *È£ *Ãþ,PHMG120083060034047000046,3060000,,,03,Æó¾÷,,,02-496-3401,
°Ç°­ÁõÁø¿¬±¸¿ø,2020-05-06,199509.962000656,451888.555001545,2026-04-26 22:32:22,I,03,Æó¾÷,2020-05-06 17:37:41,,2017-04-04,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Àå»çµ¿ ***¹øÁö *È£ °¡µ¿³ª¿­***È£,PHMG120173000034047000027,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã»°èÃµ·Î ***, °¡µ¿³ª¿­***È£ (Àå»çµ¿, ¼¼¿î»ó°¡)",03194,03,Æó¾÷,,,02-2268-1350,
µ¿¸í¸ÞµðÄ®,2009-09-03,,,2026-04-26 22:32:02,I,03,Æó¾÷,2009-09-04 10:21:00,,2006-01-09,110-430,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Àå»çµ¿ ** ¼¼±âºôµù ***È£,PHMG120063000034047000001,3000000,,,03,Æó¾÷,,,02-2268-9446,
´ë¿õ»ó»ç,,199264.864268314,451927.319852601,2026-04-26 22:32:17,I,13,¿µ¾÷Áß,2015-01-14 16:47:05,,2015-01-13,110-430,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Àå»çµ¿ *¹øÁö ***È£,PHMG120153000034047000002,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ µ·È­¹®·Î **-*, ***È£ (Àå»çµ¿)",03193,01,¿µ¾÷/Á¤»ó,,,02-2265-1354,
(ÁÖ)ÄÚ¸®¾Æ¼¼ºì Áß¶û½º¸¶Æ®ºôÁ¡,2019-10-17,206858.087212148,454567.092438381,2026-04-26 22:32:18,I,03,Æó¾÷,2019-10-17 17:03:48,,2016-11-30,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ ***¹øÁö **È£,PHMG120163060034047000071,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ì·Î**±æ **, Bµ¿ ***È£ (»óºÀµ¿, ½º¸¶Æ®ºô)",02121,03,Æó¾÷,,,,
º£½ºÆ®¿Ã,2012-04-02,201809.67645682,452460.718015096,2026-04-26 22:32:13,I,03,Æó¾÷,2012-04-02 17:51:55,,2011-10-10,110-825,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼þÀÎ*µ¿ ***¹øÁö *È£,PHMG120113000034047000050,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î *** (¼þÀÎµ¿),,03,Æó¾÷,,,02-6713-8620,
CUÁßÈ­ÀÏµ¿Á¡,,207293.160092782,455520.057276823,2026-04-26 22:32:27,I,13,¿µ¾÷Áß,2022-02-08 16:28:53,,2022-02-08,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­µ¿ ***-*,PHMG120223060034047000032,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀÈ­»ê·Î **, *Ãþ (ÁßÈ­µ¿)",02049,01,¿µ¾÷/Á¤»ó,,,,
Áø¼º,2021-02-04,206779.809292422,455063.116864579,2026-04-26 22:32:24,I,03,Æó¾÷,2021-02-05 16:07:39,,2020-05-01,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­µ¿ ***¹øÁö ***È£ ²ÞÃÊ·Õ¾î¸°ÀÌÁý,PHMG120203060034047000024,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î***±æ **, *Ãþ (ÁßÈ­µ¿)",02107,03,Æó¾÷,,,,
´ë¸í»ó»ç,2011-10-26,,,2026-04-26 22:31:56,I,03,Æó¾÷,2011-10-26 16:19:14,,2003-12-08,131-860,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀ*µ¿ ***-**,PHMG120033060034047000005,3060000,,,03,Æó¾÷,,,02-434-9580,14.7
±ÂÂò³Ý,2015-02-06,207081.5443958,456727.51477426,2026-04-26 22:32:13,I,24,Á÷±ÇÆó¾÷,2015-02-09 09:30:42,,2013-08-19,131-855,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ ***¹øÁö ½Å¾È*Â÷»ó°¡µ¿ ***È£,PHMG120133060034047000051,3060000,¼­¿ïÆ¯º°½Ã Áß¶û±¸ °ø¸ª·Î*±æ ** (¹¬µ¿),,04,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,,,070-7632-8863,
µð¿¡½º¿£ÅÍÇÁ¶óÀÌÁî¢ß,,199222.116731726,451839.355624462,2026-04-26 22:32:33,I,13,¿µ¾÷Áß,2023-09-18 19:02:45,,2002-05-24,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °ü¼öµ¿ **-* ÁöÈ£ºôµù,PHMG120233000034047000054,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ µ·È­¹®·Î *, ÁöÈ£ºôµù *Ãþ (°ü¼öµ¿)",03192,01,¿µ¾÷/Á¤»ó,,,02-2269-0832,
¾¾À¯ ¸é¸ñ¿ì¸®Á¡,2016-12-28,207531.241685417,452739.601195181,2026-04-26 22:32:17,I,03,Æó¾÷,2016-12-28 17:38:11,,2015-09-23,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö *È£,PHMG120153060034047000073,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î ***, *Ãþ (¸é¸ñµ¿)",02252,03,Æó¾÷,,,02-432-1976,
¾¾À¯ Á¾·Î±¸Ã»Á¡,,198205.621520751,452254.217603167,2026-04-26 22:32:28,I,13,¿µ¾÷Áß,2022-02-08 15:52:25,,2022-02-04,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼ö¼Ûµ¿ **-* È£¼öºôµù ***È£,PHMG120223000034047000020,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »ïºÀ·Î **, È£¼öºôµù ***È£ (¼ö¼Ûµ¿)",03151,01,¿µ¾÷/Á¤»ó,,,,
Áø¸í¿ÉÆ¼Ä®,2010-10-12,208608.523141255,455289.134255653,2026-04-26 22:32:03,I,03,Æó¾÷,2010-10-12 10:23:21,,2009-04-08,131-810,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìº»µ¿ ***¹øÁö *È£ ÇÇ¿òB D ***È£,PHMG120093060034047000025,3060000,,,03,Æó¾÷,,,,
(ÁÖ)Áö¿¡½º¸®Å×ÀÏ ¶ö¶óºí¶ó »óºÀ¿ªÁ¡,2019-10-28,207527.877317404,454942.176382938,2026-04-26 22:32:19,I,03,Æó¾÷,2019-10-28 14:22:33,,2017-06-01,,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ ***¹øÁö *È£ ÁöÇÏ, »óºÀ¿ª",PHMG120173060034047000029,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ì·Î ***, ÁöÇÏ, »óºÀ¿ª (»óºÀµ¿)",02098,03,Æó¾÷,,,02-433-7745,
·Ôµ¥¾¾ºêÀÌ¿¡½º711ÁÖ½ÄÈ¸»ç Á¾·ÎÃæ½ÅÁ¡,2023-06-16,200379.482946488,452621.353626179,2026-04-26 22:32:31,I,03,Æó¾÷,2023-06-16 16:48:48,,2022-06-02,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ãæ½Åµ¿ **-*,PHMG120223000034047000107,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ À²°î·Î ***, *Ãþ *È£ (Ãæ½Åµ¿)",03100,03,Æó¾÷,,,,
¼¼ÀÏ¸ô,2009-05-27,206566.922990026,456868.927829584,2026-04-26 22:32:03,I,03,Æó¾÷,2009-05-27 16:09:58,,2009-02-16,131-851,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬*µ¿ ***¹øÁö **È£ *Ãþ,PHMG120093060034047000009,3060000,,,03,Æó¾÷,,,,
